path,file,model,train_data_prefix,eval_data_prefix,activation_type,layer,layer_num,agg_type,pca_n_components,center_eval,num_train,num_eval,pca_center_eval,pca_train_cumulative_explained_variance_ratio,mean_pca_projection_fraction,median_pca_projection_fraction,mean_pca_residual_fraction,median_pca_residual_fraction,mean_pca_projection_fraction_raw,median_pca_projection_fraction_raw,mean_pca_projection_fraction_centered,median_pca_projection_fraction_centered,mean_pca_residual_fraction_raw,median_pca_residual_fraction_raw,mean_pca_explained_l2_fraction_raw,median_pca_explained_l2_fraction_raw,mean_pca_explained_l2_fraction_centered,median_pca_explained_l2_fraction_centered,mean_pca_cosine_reconstructed_eval_delta,median_pca_cosine_reconstructed_eval_delta,min_pca_cosine_reconstructed_eval_delta,max_pca_cosine_reconstructed_eval_delta,train_mean_delta_norm,mean_cosine_eval_delta_train_mean_delta,median_cosine_eval_delta_train_mean_delta,mean_projection_fraction_eval_delta_train_mean_delta,median_projection_fraction_eval_delta_train_mean_delta,pca_vs_mean_cosine_gain,pca_projection_minus_residual_fraction
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,last_prompt_token,4,True,5900,1414,True,0.2778891921043396,0.18443241715431213,0.16813671588897705,0.6411019563674927,0.623343825340271,0.18443241715431213,0.16813671588897705,0.2677364647388458,0.2674315571784973,0.6411019563674927,0.623343825340271,0.5404156446456909,0.6111752986907959,0.07519328594207764,0.07152003049850464,0.8235469460487366,0.8325866460800171,0.33602195978164673,0.9712079167366028,134.40335083007812,0.8214972019195557,0.8288326263427734,0.8214972019195557,0.8288326859474182,0.002049744129180908,-0.45666953921318054
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k4.eval_delta_compare.json,mean_prompt.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,mean_prompt,4,True,5900,1414,True,0.28608638048171997,0.43621626496315,0.4407522976398468,0.26778924465179443,0.2660244107246399,0.43621626496315,0.4407522976398468,0.842515766620636,0.8544612526893616,0.26778924465179443,0.2660244107246399,0.9270345568656921,0.9292072057723999,0.713775098323822,0.7301040291786194,0.9649862051010132,0.9657121300697327,0.927095890045166,0.9827195405960083,36.059669494628906,0.9018229842185974,0.9045365452766418,0.9018229842185974,0.9045366048812866,0.06316322088241577,0.1684270203113556
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,last_prompt_token,4,True,5900,1414,True,0.40978655219078064,0.33824634552001953,0.3386531472206116,0.7043581008911133,0.7043766975402832,0.33824634552001953,0.3386531472206116,0.4272489845752716,0.44209834933280945,0.7043581008911133,0.7043766975402832,0.4955512583255768,0.5038226842880249,0.19329173862934113,0.19544976949691772,0.7151698470115662,0.7212738990783691,0.3174497187137604,0.9327725172042847,117.38078308105469,0.6362454295158386,0.6308197975158691,0.6362454295158386,0.6308197975158691,0.07892441749572754,-0.36611175537109375
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k4.eval_delta_compare.json,mean_prompt.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,mean_prompt,4,True,5900,1414,True,0.34982070326805115,0.22898326814174652,0.23304952681064606,0.24901747703552246,0.2452976554632187,0.22898326814174652,0.23304952681064606,0.6671727895736694,0.6974345445632935,0.24901747703552246,0.2452976554632187,0.9370083808898926,0.9398036599159241,0.4571003019809723,0.486413836479187,0.9681254625320435,0.969570517539978,0.9234578609466553,0.9842743873596191,48.72417068481445,0.9442318081855774,0.9448074102401733,0.9442318081855774,0.9448074102401733,0.023893654346466064,-0.02003420889377594
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,4,True,5900,320,True,0.36507001519203186,0.14732493460178375,0.1403188556432724,0.7282888293266296,0.6618960499763489,0.14732493460178375,0.1403188556432724,0.20757892727851868,0.19845055043697357,0.7282888293266296,0.6618960499763489,0.4301679730415344,0.5613183379173279,0.04847902059555054,0.039382755756378174,0.7827649712562561,0.7952834367752075,0.5877270102500916,0.9220510721206665,159.42919921875,0.7726122736930847,0.7822571396827698,0.7726122736930847,0.7822571396827698,0.010152697563171387,-0.5809638947248459
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k4.eval_delta_compare.json,mean_prompt.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,4,True,5900,320,True,0.2934156656265259,0.27500608563423157,0.2778158485889435,0.30383366346359253,0.29949742555618286,0.27500608563423157,0.2778158485889435,0.6702942848205566,0.6697936058044434,0.30383366346359253,0.29949742555618286,0.9062680006027222,0.9100936651229858,0.4522537291049957,0.4486235976219177,0.9573985934257507,0.9584113955497742,0.9310716390609741,0.9748830199241638,56.944087982177734,0.9155089259147644,0.9148156046867371,0.9155089259147644,0.9148156642913818,0.04188966751098633,-0.028827577829360962
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,last_prompt_token,4,True,5900,320,True,0.38662615418434143,0.36496609449386597,0.33476313948631287,0.9914761781692505,0.9822037816047668,0.36496609449386597,0.33476313948631287,0.3395421504974365,0.31692278385162354,0.9914761781692505,0.9822037816047668,0.007648041937500238,0.03400373458862305,0.12309668213129044,0.10044008493423462,0.4515140950679779,0.44773244857788086,0.22500938177108765,0.6851118206977844,94.54766845703125,0.4137200713157654,0.41286998987197876,0.41372013092041016,0.41287001967430115,0.037794023752212524,-0.6265100836753845
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k4.eval_delta_compare.json,mean_prompt.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,mean_prompt,4,True,5900,320,True,0.30102232098579407,0.1612740457057953,0.1586807668209076,0.4410189986228943,0.43910300731658936,0.1612740457057953,0.1586807668209076,0.34179583191871643,0.33927005529403687,0.4410189986228943,0.43910300731658936,0.8045068979263306,0.8071545362472534,0.12179328501224518,0.11510413885116577,0.8995881080627441,0.9014158248901367,0.8319727182388306,0.9299925565719604,30.29144859313965,0.893537163734436,0.8956477642059326,0.893537163734436,0.8956477046012878,0.0060509443283081055,-0.279744952917099
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,last_prompt_token.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,4,True,5900,320,True,0.6576276421546936,0.1430058777332306,0.14367012679576874,0.7102587819099426,0.7049388289451599,0.1430058777332306,0.14367012679576874,0.1982177197933197,0.19856052100658417,0.7102587819099426,0.7049388289451599,0.49368739128112793,0.5030553340911865,0.04213104769587517,0.03942638635635376,0.7250115275382996,0.7287859320640564,0.6000040173530579,0.8132377862930298,133.65138244628906,0.7074444890022278,0.7101132273674011,0.7074445486068726,0.7101132273674011,0.017567038536071777,-0.567252904176712
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k4.eval_delta_compare.json,mean_prompt.train_delta_pca_k4.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,4,True,5900,320,True,0.6253659129142761,0.35202959179878235,0.3535459637641907,0.34517955780029297,0.3458004593849182,0.35202959179878235,0.3535459637641907,0.7128669619560242,0.7146028876304626,0.34517955780029297,0.3458004593849182,0.8806297183036804,0.8803931474685669,0.5091000199317932,0.5106569528579712,0.9391924738883972,0.9391237497329712,0.9218773245811462,0.9554583430290222,56.07514190673828,0.8715423345565796,0.8717817664146423,0.8715424537658691,0.8717818260192871,0.06765013933181763,0.00685003399848938
