path,file,model,train_data_prefix,eval_data_prefix,activation_type,layer,layer_num,agg_type,pca_n_components,center_eval,num_train,num_eval,pca_center_eval,pca_train_cumulative_explained_variance_ratio,mean_pca_projection_fraction,median_pca_projection_fraction,mean_pca_residual_fraction,median_pca_residual_fraction,mean_pca_projection_fraction_raw,median_pca_projection_fraction_raw,mean_pca_projection_fraction_centered,median_pca_projection_fraction_centered,mean_pca_residual_fraction_raw,median_pca_residual_fraction_raw,mean_pca_explained_l2_fraction_raw,median_pca_explained_l2_fraction_raw,mean_pca_explained_l2_fraction_centered,median_pca_explained_l2_fraction_centered,mean_pca_cosine_reconstructed_eval_delta,median_pca_cosine_reconstructed_eval_delta,min_pca_cosine_reconstructed_eval_delta,max_pca_cosine_reconstructed_eval_delta,mean_pca_mahalanobis_distance,median_pca_mahalanobis_distance,min_pca_mahalanobis_distance,max_pca_mahalanobis_distance,train_mean_delta_norm,mean_cosine_eval_delta_train_mean_delta,median_cosine_eval_delta_train_mean_delta,mean_projection_fraction_eval_delta_train_mean_delta,median_projection_fraction_eval_delta_train_mean_delta,pca_vs_mean_cosine_gain,pca_projection_minus_residual_fraction
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,last_prompt_token,84,True,5900,1414,True,0.8005720973014832,0.5491434335708618,0.5351459383964539,0.38008615374565125,0.36048439145088196,0.5491434335708618,0.5351459383964539,0.8239416480064392,0.8270145058631897,0.38008615374565125,0.36048439145088196,0.8344663381576538,0.8700133562088013,0.679325520992279,0.6839525699615479,0.9196028113365173,0.934281051158905,0.44449153542518616,0.992381751537323,19.36913299560547,19.357717514038086,9.379576683044434,34.97880172729492,134.40335083007812,0.8214972019195557,0.8288326263427734,0.8214972019195557,0.8288326859474182,0.09810560941696167,0.16905727982521057
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,mean_prompt,211,True,5900,1414,True,0.8000271916389465,0.48474961519241333,0.49033090472221375,0.16911223530769348,0.16766828298568726,0.48474961519241333,0.49033090472221375,0.9401077628135681,0.945416271686554,0.16911223530769348,0.16766828298568726,0.9707245230674744,0.9718855023384094,0.8844444155693054,0.8938114643096924,0.985304057598114,0.9858691096305847,0.9616051912307739,0.9942561984062195,16.23092269897461,16.32428550720215,11.806483268737793,23.258342742919922,36.059669494628906,0.9018229842185974,0.9045365452766418,0.9018229842185974,0.9045366048812866,0.0834810733795166,0.31563737988471985
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,last_prompt_token,33,True,5900,1414,True,0.801623523235321,0.5852023959159851,0.5947811603546143,0.5179975628852844,0.5152226090431213,0.5852023959159851,0.5947811603546143,0.7430323958396912,0.7468434572219849,0.5179975628852844,0.5152226090431213,0.7236760854721069,0.734480619430542,0.5574402213096619,0.55777508020401,0.8517816066741943,0.8585518598556519,0.5407392978668213,0.9836107492446899,8.92242431640625,8.31727409362793,5.011927127838135,21.49342155456543,117.38078308105469,0.6362454295158386,0.6308197975158691,0.6362454295158386,0.6308197975158691,0.2155361771583557,0.06720483303070068
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,mean_prompt,60,True,5900,1414,True,0.8011724352836609,0.3037639856338501,0.3018692135810852,0.1538311392068863,0.1505315899848938,0.3037639856338501,0.3018692135810852,0.8876431584358215,0.8930591940879822,0.1538311392068863,0.1505315899848938,0.9758631587028503,0.9773157238960266,0.7893586754798889,0.7975544929504395,0.9878623485565186,0.9886009097099304,0.965787410736084,0.9950474500656128,10.478459358215332,10.486356735229492,7.386086940765381,14.788646697998047,48.72417068481445,0.9442318081855774,0.9448074102401733,0.9442318081855774,0.9448074102401733,0.04363054037094116,0.1499328464269638
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,52,True,5900,320,True,0.8005625605583191,0.528475821018219,0.47352638840675354,0.5244075059890747,0.48528391122817993,0.528475821018219,0.47352638840675354,0.709671676158905,0.7090075612068176,0.5244075059890747,0.48528391122817993,0.7059133648872375,0.7642614841461182,0.504516065120697,0.5026912689208984,0.8600982427597046,0.8771861791610718,0.6613419651985168,0.964608371257782,16.396533966064453,15.721709251403809,11.389636039733887,23.04396629333496,159.42919921875,0.7726122736930847,0.7822571396827698,0.7726122736930847,0.7822571396827698,0.08748596906661987,0.004068315029144287
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,97,True,5900,320,True,0.800842821598053,0.36002179980278015,0.361672580242157,0.1969825178384781,0.19739361107349396,0.36002179980278015,0.361672580242157,0.87616366147995,0.8814319372177124,0.1969825178384781,0.19739361107349396,0.9605565071105957,0.9610291123390198,0.7682818174362183,0.7769221067428589,0.9802128672599792,0.9804036021232605,0.9618518948554993,0.9918502569198608,13.481470108032227,13.396808624267578,10.441843032836914,15.93972110748291,56.944087982177734,0.9155089259147644,0.9148156046867371,0.9155089259147644,0.9148156642913818,0.06470394134521484,0.16303928196430206
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,last_prompt_token,41,True,5900,320,True,0.8016834259033203,0.6802656650543213,0.66131991147995,0.8112095594406128,0.8125896453857422,0.6802656650543213,0.66131991147995,0.6377111077308655,0.6341874003410339,0.8112095594406128,0.8125896453857422,0.33709701895713806,0.3391103744506836,0.4095056653022766,0.4021938443183899,0.6036308407783508,0.5976303815841675,0.31573396921157837,0.7883409261703491,10.098859786987305,10.192193031311035,6.819308280944824,13.454370498657227,94.54766845703125,0.4137200713157654,0.41286998987197876,0.41372013092041016,0.41287001967430115,0.18991076946258545,-0.1309438943862915
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,mean_prompt,92,True,5900,320,True,0.8007896542549133,0.3801909387111664,0.3763175308704376,0.27680322527885437,0.274942547082901,0.3801909387111664,0.3763175308704376,0.8065034747123718,0.8062217831611633,0.27680322527885437,0.274942547082901,0.9228695631027222,0.9242793321609497,0.6514226794242859,0.6499931216239929,0.9607607126235962,0.9614072442054749,0.9260748028755188,0.9750357866287231,12.503799438476562,12.446874618530273,10.500592231750488,16.29012107849121,30.29144859313965,0.893537163734436,0.8956477642059326,0.893537163734436,0.8956477046012878,0.06722354888916016,0.10338771343231201
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,12,True,5900,320,True,0.8062323927879333,0.2678588330745697,0.2669461667537689,0.673507571220398,0.6677896976470947,0.2678588330745697,0.2669461667537689,0.37025052309036255,0.3692314028739929,0.673507571220398,0.6677896976470947,0.5444060564041138,0.553462028503418,0.13892169296741486,0.1363316774368286,0.7526309490203857,0.7559617161750793,0.6333239674568176,0.8373432755470276,4.524290561676025,4.548003196716309,3.0476248264312744,5.84374475479126,133.65138244628906,0.7074444890022278,0.7101132273674011,0.7074445486068726,0.7101132273674011,0.04518646001815796,-0.40564873814582825
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.8.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,18,True,5900,320,True,0.800424337387085,0.3933953642845154,0.39463385939598083,0.29708486795425415,0.2960069477558136,0.3933953642845154,0.39463385939598083,0.7966590523719788,0.8007742166519165,0.29708486795425415,0.2960069477558136,0.9115079045295715,0.9123167395591736,0.6354394555091858,0.6412389278411865,0.9547828435897827,0.9551966786384583,0.9363836646080017,0.9679043292999268,6.785412788391113,6.830434322357178,4.791715621948242,8.41091537475586,56.07514190673828,0.8715423345565796,0.8717817664146423,0.8715424537658691,0.8717818260192871,0.08324050903320312,0.09631049633026123
