path,file,model,train_data_prefix,eval_data_prefix,activation_type,layer,layer_num,agg_type,pca_n_components,center_eval,num_train,num_eval,pca_center_eval,pca_train_cumulative_explained_variance_ratio,mean_pca_projection_fraction,median_pca_projection_fraction,mean_pca_residual_fraction,median_pca_residual_fraction,mean_pca_projection_fraction_raw,median_pca_projection_fraction_raw,mean_pca_projection_fraction_centered,median_pca_projection_fraction_centered,mean_pca_residual_fraction_raw,median_pca_residual_fraction_raw,mean_pca_explained_l2_fraction_raw,median_pca_explained_l2_fraction_raw,mean_pca_explained_l2_fraction_centered,median_pca_explained_l2_fraction_centered,mean_pca_cosine_reconstructed_eval_delta,median_pca_cosine_reconstructed_eval_delta,min_pca_cosine_reconstructed_eval_delta,max_pca_cosine_reconstructed_eval_delta,mean_pca_mahalanobis_distance,median_pca_mahalanobis_distance,min_pca_mahalanobis_distance,max_pca_mahalanobis_distance,train_mean_delta_norm,mean_cosine_eval_delta_train_mean_delta,median_cosine_eval_delta_train_mean_delta,mean_projection_fraction_eval_delta_train_mean_delta,median_projection_fraction_eval_delta_train_mean_delta,pca_vs_mean_cosine_gain,pca_projection_minus_residual_fraction
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,last_prompt_token,584,True,5900,1414,True,0.9500264525413513,0.6126730442047119,0.5943929553031921,0.2658595144748688,0.24914054572582245,0.6126730442047119,0.5943929553031921,0.9192507266998291,0.9219900369644165,0.2658595144748688,0.24914054572582245,0.9172806739807129,0.9379109740257263,0.8452233076095581,0.8500657677650452,0.9576736092567444,0.9685713648796082,0.5962562561035156,0.9972453117370605,57.51477813720703,57.33602523803711,25.703521728515625,100.2943115234375,134.40335083007812,0.8214972019195557,0.8288326263427734,0.8214972019195557,0.8288326859474182,0.13617640733718872,0.34681352972984314
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,mean_prompt,1225,True,5900,1414,True,0.9500173926353455,0.49805817008018494,0.5035709142684937,0.12624934315681458,0.12448665499687195,0.49805817008018494,0.5035709142684937,0.9668464064598083,0.970047652721405,0.12624934315681458,0.12448665499687195,0.9836066365242004,0.984497606754303,0.9350154399871826,0.9409923553466797,0.9917723536491394,0.9922192096710205,0.977655827999115,0.9975292086601257,41.8631591796875,41.61539840698242,29.065845489501953,66.48772430419922,36.059669494628906,0.9018229842185974,0.9045365452766418,0.9018229842185974,0.9045366048812866,0.08994936943054199,0.37180882692337036
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,last_prompt_token,223,True,5900,1414,True,0.9501962065696716,0.6856577396392822,0.7031005024909973,0.3786662518978119,0.3754825294017792,0.6856577396392822,0.7031005024909973,0.8710950613021851,0.8760414719581604,0.3786662518978119,0.3754825294017792,0.8511593341827393,0.8588845729827881,0.7606998085975647,0.7674482464790344,0.9221223592758179,0.9268555641174316,0.7479152679443359,0.9951372742652893,31.211030960083008,29.879653930664062,13.465730667114258,60.47419357299805,117.38078308105469,0.6362454295158386,0.6308197975158691,0.6362454295158386,0.6308197975158691,0.28587692975997925,0.30699148774147034
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,mean_prompt,501,True,5900,1414,True,0.9500774145126343,0.3229703903198242,0.321323961019516,0.10911823064088821,0.10778108239173889,0.3229703903198242,0.321323961019516,0.9446794390678406,0.9469265937805176,0.10911823064088821,0.10778108239173889,0.9877399802207947,0.9883556365966797,0.8928677439689636,0.8966695666313171,0.9938487410545349,0.9941612482070923,0.9808882474899292,0.9983344674110413,32.041194915771484,31.581762313842773,22.600765228271484,47.765743255615234,48.72417068481445,0.9442318081855774,0.9448074102401733,0.9442318081855774,0.9448074102401733,0.04961693286895752,0.213852159678936
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,397,True,5900,320,True,0.9500582814216614,0.6377469301223755,0.5740978717803955,0.38426119089126587,0.3614807426929474,0.6377469301223755,0.5740978717803955,0.8558522462844849,0.8574488759040833,0.38426119089126587,0.3614807426929474,0.8425200581550598,0.8692912459373474,0.7328971028327942,0.7352185845375061,0.918931782245636,0.932593584060669,0.7696670293807983,0.984254002571106,61.748085021972656,61.434574127197266,38.04881286621094,81.47235107421875,159.42919921875,0.7726122736930847,0.7822571396827698,0.7726122736930847,0.7822571396827698,0.14631950855255127,0.2534857392311096
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,679,True,5900,320,True,0.9500607252120972,0.3831518888473511,0.38497623801231384,0.14741161465644836,0.1475403904914856,0.3831518888473511,0.38497623801231384,0.9325730204582214,0.9357343912124634,0.14741161465644836,0.1475403904914856,0.977791965007782,0.9782039523124695,0.8699371218681335,0.8755986094474792,0.9888385534286499,0.9890447854995728,0.9764840602874756,0.9957596063613892,40.625938415527344,40.99491500854492,30.454418182373047,53.124000549316406,56.944087982177734,0.9155089259147644,0.9148156046867371,0.9155089259147644,0.9148156642913818,0.0733296275138855,0.2357402741909027
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,last_prompt_token,284,True,5900,320,True,0.9500879049301147,0.8406222462654114,0.8155452013015747,0.64503014087677,0.652646005153656,0.8406222462654114,0.8155452013015747,0.7900775074958801,0.7857646942138672,0.64503014087677,0.652646005153656,0.5806825160980225,0.5739521980285645,0.6253973245620728,0.6174263954162598,0.7617725133895874,0.7579775452613831,0.4829137921333313,0.8998019099235535,36.98657989501953,36.925254821777344,24.810565948486328,49.638633728027344,94.54766845703125,0.4137200713157654,0.41286998987197876,0.41372013092041016,0.41287001967430115,0.348052442073822,0.19559210538864136
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,mean_prompt,639,True,5900,320,True,0.950057864189148,0.42226800322532654,0.41858261823654175,0.20764604210853577,0.20635700225830078,0.42226800322532654,0.41858261823654175,0.8963881731033325,0.8964335322380066,0.20764604210853577,0.20635700225830078,0.9564654231071472,0.9572731852531433,0.8038330078125,0.8035924434661865,0.9779882431030273,0.9784037470817566,0.953899621963501,0.9885454177856445,39.60185241699219,39.37315368652344,32.57612609863281,53.22465133666992,30.29144859313965,0.893537163734436,0.8956477642059326,0.893537163734436,0.8956477046012878,0.08445107936859131,0.21462196111679077
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,last_prompt_token.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,60,True,5900,320,True,0.9501758813858032,0.3969421982765198,0.3970714509487152,0.6064778566360474,0.6030067801475525,0.3969421982765198,0.3970714509487152,0.5483882427215576,0.5507205724716187,0.6064778566360474,0.6030067801475525,0.6299421787261963,0.6359391212463379,0.3021928668022156,0.3032931685447693,0.7981074452400208,0.8019586801528931,0.6697248220443726,0.8776546716690063,22.838071823120117,22.820148468017578,18.172626495361328,29.095617294311523,133.65138244628906,0.7074444890022278,0.7101132273674011,0.7074445486068726,0.7101132273674011,0.09066295623779297,-0.2095356583595276
./eval_deltas_vs_train_delta_metrics_95/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,mean_prompt.train_delta_pca_k0.95.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,176,True,5900,320,True,0.9500781893730164,0.4393330514431,0.4396784007549286,0.22354912757873535,0.2240617722272873,0.4393330514431,0.4396784007549286,0.8898930549621582,0.8923268914222717,0.22354912757873535,0.2240617722272873,0.949709415435791,0.9497879147529602,0.7923699617385864,0.7962470650672913,0.9745227098464966,0.9745708703994751,0.9614009857177734,0.9852311611175537,24.918127059936523,24.872465133666992,21.163963317871094,28.57110595703125,56.07514190673828,0.8715423345565796,0.8717817664146423,0.8715424537658691,0.8717818260192871,0.10298037528991699,0.21578392386436462
